start_region_hash,slots,0
b05379ac3f9b7d99370d443cfd5dcc28,19,779
b05379ac3f9b7d99370d443cfd5dcc28,20,720
b05379ac3f9b7d99370d443cfd5dcc28,21,714
b05379ac3f9b7d99370d443cfd5dcc28,22,662
b05379ac3f9b7d99370d443cfd5dcc28,23,420
b26a240205c852804ff8758628c0a86a,0,114
b26a240205c852804ff8758628c0a86a,1,96
b26a240205c852804ff8758628c0a86a,2,50
b26a240205c852804ff8758628c0a86a,3,13
b26a240205c852804ff8758628c0a86a,4,12
b26a240205c852804ff8758628c0a86a,5,12
b26a240205c852804ff8758628c0a86a,6,21
b26a240205c852804ff8758628c0a86a,7,57
b26a240205c852804ff8758628c0a86a,8,148
b26a240205c852804ff8758628c0a86a,9,207
b26a240205c852804ff8758628c0a86a,10,230
b26a240205c852804ff8758628c0a86a,11,278
b26a240205c852804ff8758628c0a86a,12,300
b26a240205c852804ff8758628c0a86a,13,389
b26a240205c852804ff8758628c0a86a,14,402
b26a240205c852804ff8758628c0a86a,15,416
b26a240205c852804ff8758628c0a86a,16,408
b26a240205c852804ff8758628c0a86a,17,389
b26a240205c852804ff8758628c0a86a,18,362
b26a240205c852804ff8758628c0a86a,19,377
b26a240205c852804ff8758628c0a86a,20,418
b26a240205c852804ff8758628c0a86a,21,432
b26a240205c852804ff8758628c0a86a,22,327
b26a240205c852804ff8758628c0a86a,23,194
b702e920dcd2765e624dc1ce3a770512,0,74
b702e920dcd2765e624dc1ce3a770512,1,73
b702e920dcd2765e624dc1ce3a770512,2,35
b702e920dcd2765e624dc1ce3a770512,3,20
b702e920dcd2765e624dc1ce3a770512,4,21
b702e920dcd2765e624dc1ce3a770512,5,4
b702e920dcd2765e624dc1ce3a770512,6,12
b702e920dcd2765e624dc1ce3a770512,7,68
b702e920dcd2765e624dc1ce3a770512,8,105
b702e920dcd2765e624dc1ce3a770512,9,118
b702e920dcd2765e624dc1ce3a770512,10,168
b702e920dcd2765e624dc1ce3a770512,11,162
b702e920dcd2765e624dc1ce3a770512,12,195
b702e920dcd2765e624dc1ce3a770512,13,241
b702e920dcd2765e624dc1ce3a770512,14,182
b702e920dcd2765e624dc1ce3a770512,15,198
b702e920dcd2765e624dc1ce3a770512,16,258
b702e920dcd2765e624dc1ce3a770512,17,374
b702e920dcd2765e624dc1ce3a770512,18,284
b702e920dcd2765e624dc1ce3a770512,19,292
b702e920dcd2765e624dc1ce3a770512,20,326
b702e920dcd2765e624dc1ce3a770512,21,213
b702e920dcd2765e624dc1ce3a770512,22,208
b702e920dcd2765e624dc1ce3a770512,23,121
ba32abfc048219e933bee869741da911,0,22
ba32abfc048219e933bee869741da911,1,19
ba32abfc048219e933bee869741da911,2,17
ba32abfc048219e933bee869741da911,3,5
ba32abfc048219e933bee869741da911,4,2
ba32abfc048219e933bee869741da911,5,2
ba32abfc048219e933bee869741da911,6,8
ba32abfc048219e933bee869741da911,7,37
ba32abfc048219e933bee869741da911,8,72
ba32abfc048219e933bee869741da911,9,52
ba32abfc048219e933bee869741da911,10,61
ba32abfc048219e933bee869741da911,11,60
ba32abfc048219e933bee869741da911,12,87
ba32abfc048219e933bee869741da911,13,86
ba32abfc048219e933bee869741da911,14,82
ba32abfc048219e933bee869741da911,15,83
ba32abfc048219e933bee869741da911,16,99
ba32abfc048219e933bee869741da911,17,122
ba32abfc048219e933bee869741da911,18,101
ba32abfc048219e933bee869741da911,19,91
ba32abfc048219e933bee869741da911,20,78
ba32abfc048219e933bee869741da911,21,60
ba32abfc048219e933bee869741da911,22,71
ba32abfc048219e933bee869741da911,23,46
bf44d327f0232325c6d5280926d7b37d,0,33
bf44d327f0232325c6d5280926d7b37d,1,16
bf44d327f0232325c6d5280926d7b37d,2,10
bf44d327f0232325c6d5280926d7b37d,3,1
bf44d327f0232325c6d5280926d7b37d,4,4
bf44d327f0232325c6d5280926d7b37d,5,3
bf44d327f0232325c6d5280926d7b37d,6,8
bf44d327f0232325c6d5280926d7b37d,7,6
bf44d327f0232325c6d5280926d7b37d,8,53
bf44d327f0232325c6d5280926d7b37d,9,54
bf44d327f0232325c6d5280926d7b37d,10,53
bf44d327f0232325c6d5280926d7b37d,11,66
bf44d327f0232325c6d5280926d7b37d,12,74
bf44d327f0232325c6d5280926d7b37d,13,96
bf44d327f0232325c6d5280926d7b37d,14,86
bf44d327f0232325c6d5280926d7b37d,15,66
bf44d327f0232325c6d5280926d7b37d,16,75
bf44d327f0232325c6d5280926d7b37d,17,117
bf44d327f0232325c6d5280926d7b37d,18,107
bf44d327f0232325c6d5280926d7b37d,19,90
bf44d327f0232325c6d5280926d7b37d,20,95
bf44d327f0232325c6d5280926d7b37d,21,98
bf44d327f0232325c6d5280926d7b37d,22,75
bf44d327f0232325c6d5280926d7b37d,23,62
c4ec24e0a58ebedaa1661e5c09e47bb5,0,52
c4ec24e0a58ebedaa1661e5c09e47bb5,1,41
c4ec24e0a58ebedaa1661e5c09e47bb5,2,16
c4ec24e0a58ebedaa1661e5c09e47bb5,3,14
c4ec24e0a58ebedaa1661e5c09e47bb5,4,7
c4ec24e0a58ebedaa1661e5c09e47bb5,6,1
c4ec24e0a58ebedaa1661e5c09e47bb5,7,16
c4ec24e0a58ebedaa1661e5c09e47bb5,8,55
c4ec24e0a58ebedaa1661e5c09e47bb5,9,81
c4ec24e0a58ebedaa1661e5c09e47bb5,10,57
c4ec24e0a58ebedaa1661e5c09e47bb5,11,66
c4ec24e0a58ebedaa1661e5c09e47bb5,12,86
c4ec24e0a58ebedaa1661e5c09e47bb5,13,92
c4ec24e0a58ebedaa1661e5c09e47bb5,14,99
c4ec24e0a58ebedaa1661e5c09e47bb5,15,98
c4ec24e0a58ebedaa1661e5c09e47bb5,16,130
c4ec24e0a58ebedaa1661e5c09e47bb5,17,123
c4ec24e0a58ebedaa1661e5c09e47bb5,18,105
c4ec24e0a58ebedaa1661e5c09e47bb5,19,93
c4ec24e0a58ebedaa1661e5c09e47bb5,20,135
c4ec24e0a58ebedaa1661e5c09e47bb5,21,112
c4ec24e0a58ebedaa1661e5c09e47bb5,22,98
c4ec24e0a58ebedaa1661e5c09e47bb5,23,76
c9f855e3e13480aad0af64b418e810c3,0,3
c9f855e3e13480aad0af64b418e810c3,1,1
c9f855e3e13480aad0af64b418e810c3,2,2
c9f855e3e13480aad0af64b418e810c3,4,2
c9f855e3e13480aad0af64b418e810c3,7,8
c9f855e3e13480aad0af64b418e810c3,8,7
c9f855e3e13480aad0af64b418e810c3,9,26
c9f855e3e13480aad0af64b418e810c3,10,26
c9f855e3e13480aad0af64b418e810c3,11,22
c9f855e3e13480aad0af64b418e810c3,12,27
c9f855e3e13480aad0af64b418e810c3,13,22
c9f855e3e13480aad0af64b418e810c3,14,21
c9f855e3e13480aad0af64b418e810c3,15,24
c9f855e3e13480aad0af64b418e810c3,16,21
c9f855e3e13480aad0af64b418e810c3,17,20
c9f855e3e13480aad0af64b418e810c3,18,40
c9f855e3e13480aad0af64b418e810c3,19,20
c9f855e3e13480aad0af64b418e810c3,20,21
c9f855e3e13480aad0af64b418e810c3,21,15
c9f855e3e13480aad0af64b418e810c3,22,10
c9f855e3e13480aad0af64b418e810c3,23,7
ca064c2682ca48c6a21de012e87c0df5,0,217
ca064c2682ca48c6a21de012e87c0df5,1,197
ca064c2682ca48c6a21de012e87c0df5,2,100
ca064c2682ca48c6a21de012e87c0df5,3,56
ca064c2682ca48c6a21de012e87c0df5,4,51
ca064c2682ca48c6a21de012e87c0df5,5,43
ca064c2682ca48c6a21de012e87c0df5,6,54
ca064c2682ca48c6a21de012e87c0df5,7,154
ca064c2682ca48c6a21de012e87c0df5,8,300
ca064c2682ca48c6a21de012e87c0df5,9,331
ca064c2682ca48c6a21de012e87c0df5,10,365
ca064c2682ca48c6a21de012e87c0df5,11,360
ca064c2682ca48c6a21de012e87c0df5,12,350
ca064c2682ca48c6a21de012e87c0df5,13,430
ca064c2682ca48c6a21de012e87c0df5,14,406
ca064c2682ca48c6a21de012e87c0df5,15,357
ca064c2682ca48c6a21de012e87c0df5,16,437
ca064c2682ca48c6a21de012e87c0df5,17,564
ca064c2682ca48c6a21de012e87c0df5,18,534
ca064c2682ca48c6a21de012e87c0df5,19,443
ca064c2682ca48c6a21de012e87c0df5,20,469
ca064c2682ca48c6a21de012e87c0df5,21,458
ca064c2682ca48c6a21de012e87c0df5,22,345
ca064c2682ca48c6a21de012e87c0df5,23,280
cb6041cc08444746caf6039d8b9e43cb,0,4
cb6041cc08444746caf6039d8b9e43cb,1,2
cb6041cc08444746caf6039d8b9e43cb,6,4
cb6041cc08444746caf6039d8b9e43cb,7,19
cb6041cc08444746caf6039d8b9e43cb,8,14
cb6041cc08444746caf6039d8b9e43cb,9,17
cb6041cc08444746caf6039d8b9e43cb,10,18
cb6041cc08444746caf6039d8b9e43cb,11,30
cb6041cc08444746caf6039d8b9e43cb,12,22
cb6041cc08444746caf6039d8b9e43cb,13,53
cb6041cc08444746caf6039d8b9e43cb,14,29
cb6041cc08444746caf6039d8b9e43cb,15,22
cb6041cc08444746caf6039d8b9e43cb,16,26
cb6041cc08444746caf6039d8b9e43cb,17,17
cb6041cc08444746caf6039d8b9e43cb,18,28
cb6041cc08444746caf6039d8b9e43cb,19,34
cb6041cc08444746caf6039d8b9e43cb,20,20
cb6041cc08444746caf6039d8b9e43cb,21,19
cb6041cc08444746caf6039d8b9e43cb,22,13
cb6041cc08444746caf6039d8b9e43cb,23,10
d05052b4bda7662a084f235e880f50fa,0,16
d05052b4bda7662a084f235e880f50fa,1,21
d05052b4bda7662a084f235e880f50fa,2,14
d05052b4bda7662a084f235e880f50fa,3,13
d05052b4bda7662a084f235e880f50fa,4,7
d05052b4bda7662a084f235e880f50fa,5,2
d05052b4bda7662a084f235e880f50fa,6,7
d05052b4bda7662a084f235e880f50fa,7,43
d05052b4bda7662a084f235e880f50fa,8,103
d05052b4bda7662a084f235e880f50fa,9,121
d05052b4bda7662a084f235e880f50fa,10,140
d05052b4bda7662a084f235e880f50fa,11,151
d05052b4bda7662a084f235e880f50fa,12,131
d05052b4bda7662a084f235e880f50fa,13,154
d05052b4bda7662a084f235e880f50fa,14,158
d05052b4bda7662a084f235e880f50fa,15,135
d05052b4bda7662a084f235e880f50fa,16,151
d05052b4bda7662a084f235e880f50fa,17,136
d05052b4bda7662a084f235e880f50fa,18,152
d05052b4bda7662a084f235e880f50fa,19,111
d05052b4bda7662a084f235e880f50fa,20,96
d05052b4bda7662a084f235e880f50fa,21,104
d05052b4bda7662a084f235e880f50fa,22,77
d05052b4bda7662a084f235e880f50fa,23,42
d4ec2125aff74eded207d2d915ef682f,0,1986
d4ec2125aff74eded207d2d915ef682f,1,1308
d4ec2125aff74eded207d2d915ef682f,2,790
d4ec2125aff74eded207d2d915ef682f,3,625
d4ec2125aff74eded207d2d915ef682f,4,371
d4ec2125aff74eded207d2d915ef682f,5,214
d4ec2125aff74eded207d2d915ef682f,6,236
d4ec2125aff74eded207d2d915ef682f,7,407
d4ec2125aff74eded207d2d915ef682f,8,830
d4ec2125aff74eded207d2d915ef682f,9,1404
d4ec2125aff74eded207d2d915ef682f,10,1915
d4ec2125aff74eded207d2d915ef682f,11,2232
d4ec2125aff74eded207d2d915ef682f,12,2382
d4ec2125aff74eded207d2d915ef682f,13,2700
d4ec2125aff74eded207d2d915ef682f,14,3384
d4ec2125aff74eded207d2d915ef682f,15,3878
d4ec2125aff74eded207d2d915ef682f,16,4103
d4ec2125aff74eded207d2d915ef682f,17,4752
d4ec2125aff74eded207d2d915ef682f,18,3727
d4ec2125aff74eded207d2d915ef682f,19,3213
d4ec2125aff74eded207d2d915ef682f,20,3605
d4ec2125aff74eded207d2d915ef682f,21,3977
d4ec2125aff74eded207d2d915ef682f,22,3813
d4ec2125aff74eded207d2d915ef682f,23,2528
d524868ce69cb9db10fc5af177fb9423,0,4
d524868ce69cb9db10fc5af177fb9423,1,5
d524868ce69cb9db10fc5af177fb9423,2,1
d524868ce69cb9db10fc5af177fb9423,6,1
d524868ce69cb9db10fc5af177fb9423,7,12
d524868ce69cb9db10fc5af177fb9423,8,19
d524868ce69cb9db10fc5af177fb9423,9,20
d524868ce69cb9db10fc5af177fb9423,10,23
d524868ce69cb9db10fc5af177fb9423,11,15
d524868ce69cb9db10fc5af177fb9423,12,16
d524868ce69cb9db10fc5af177fb9423,13,33
d524868ce69cb9db10fc5af177fb9423,14,18
d524868ce69cb9db10fc5af177fb9423,15,17
d524868ce69cb9db10fc5af177fb9423,16,18
d524868ce69cb9db10fc5af177fb9423,17,15
d524868ce69cb9db10fc5af177fb9423,18,24
d524868ce69cb9db10fc5af177fb9423,19,21
d524868ce69cb9db10fc5af177fb9423,20,13
d524868ce69cb9db10fc5af177fb9423,21,16
d524868ce69cb9db10fc5af177fb9423,22,19
d524868ce69cb9db10fc5af177fb9423,23,7
d5cb17978de290c56e84c9cf97e63186,7,2
d5cb17978de290c56e84c9cf97e63186,9,4
d5cb17978de290c56e84c9cf97e63186,10,8
d5cb17978de290c56e84c9cf97e63186,11,4
d5cb17978de290c56e84c9cf97e63186,12,5
d5cb17978de290c56e84c9cf97e63186,13,2
d5cb17978de290c56e84c9cf97e63186,14,21
d5cb17978de290c56e84c9cf97e63186,15,32
d5cb17978de290c56e84c9cf97e63186,16,54
d5cb17978de290c56e84c9cf97e63186,17,28
d5cb17978de290c56e84c9cf97e63186,18,7
d5cb17978de290c56e84c9cf97e63186,19,4
d5cb17978de290c56e84c9cf97e63186,20,5
d5cb17978de290c56e84c9cf97e63186,21,4
d5cb17978de290c56e84c9cf97e63186,22,6
d5cb17978de290c56e84c9cf97e63186,23,2
dd8d3b9665536d6e05b29c2648c0e69a,0,55
dd8d3b9665536d6e05b29c2648c0e69a,1,45
dd8d3b9665536d6e05b29c2648c0e69a,2,12
dd8d3b9665536d6e05b29c2648c0e69a,3,27
dd8d3b9665536d6e05b29c2648c0e69a,4,7
dd8d3b9665536d6e05b29c2648c0e69a,5,6
dd8d3b9665536d6e05b29c2648c0e69a,6,16
dd8d3b9665536d6e05b29c2648c0e69a,7,41
dd8d3b9665536d6e05b29c2648c0e69a,8,119
dd8d3b9665536d6e05b29c2648c0e69a,9,141
dd8d3b9665536d6e05b29c2648c0e69a,10,158
dd8d3b9665536d6e05b29c2648c0e69a,11,164
dd8d3b9665536d6e05b29c2648c0e69a,12,138
dd8d3b9665536d6e05b29c2648c0e69a,13,202
dd8d3b9665536d6e05b29c2648c0e69a,14,181
dd8d3b9665536d6e05b29c2648c0e69a,15,122
dd8d3b9665536d6e05b29c2648c0e69a,16,175
dd8d3b9665536d6e05b29c2648c0e69a,17,222
dd8d3b9665536d6e05b29c2648c0e69a,18,160
dd8d3b9665536d6e05b29c2648c0e69a,19,129
dd8d3b9665536d6e05b29c2648c0e69a,20,108
dd8d3b9665536d6e05b29c2648c0e69a,21,96
dd8d3b9665536d6e05b29c2648c0e69a,22,107
dd8d3b9665536d6e05b29c2648c0e69a,23,71
de092beab9305613aca8f79d7d7224e7,0,16
de092beab9305613aca8f79d7d7224e7,1,3
de092beab9305613aca8f79d7d7224e7,3,2
de092beab9305613aca8f79d7d7224e7,4,2
de092beab9305613aca8f79d7d7224e7,5,1
de092beab9305613aca8f79d7d7224e7,7,5
de092beab9305613aca8f79d7d7224e7,8,6
de092beab9305613aca8f79d7d7224e7,9,10
de092beab9305613aca8f79d7d7224e7,10,15
de092beab9305613aca8f79d7d7224e7,11,17
de092beab9305613aca8f79d7d7224e7,12,15
de092beab9305613aca8f79d7d7224e7,13,21
de092beab9305613aca8f79d7d7224e7,14,15
de092beab9305613aca8f79d7d7224e7,15,33
de092beab9305613aca8f79d7d7224e7,16,31
de092beab9305613aca8f79d7d7224e7,17,23
de092beab9305613aca8f79d7d7224e7,18,16
de092beab9305613aca8f79d7d7224e7,19,10
de092beab9305613aca8f79d7d7224e7,20,23
de092beab9305613aca8f79d7d7224e7,21,26
de092beab9305613aca8f79d7d7224e7,22,13
de092beab9305613aca8f79d7d7224e7,23,12
f2c8c4bb99e6377d21de71275afd6cd2,0,43
f2c8c4bb99e6377d21de71275afd6cd2,1,38
f2c8c4bb99e6377d21de71275afd6cd2,2,19
f2c8c4bb99e6377d21de71275afd6cd2,3,5
f2c8c4bb99e6377d21de71275afd6cd2,4,3
f2c8c4bb99e6377d21de71275afd6cd2,5,2
f2c8c4bb99e6377d21de71275afd6cd2,6,3
f2c8c4bb99e6377d21de71275afd6cd2,7,29
f2c8c4bb99e6377d21de71275afd6cd2,8,77
f2c8c4bb99e6377d21de71275afd6cd2,9,77
f2c8c4bb99e6377d21de71275afd6cd2,10,76
f2c8c4bb99e6377d21de71275afd6cd2,11,102
f2c8c4bb99e6377d21de71275afd6cd2,12,113
f2c8c4bb99e6377d21de71275afd6cd2,13,126
f2c8c4bb99e6377d21de71275afd6cd2,14,130
f2c8c4bb99e6377d21de71275afd6cd2,15,123
f2c8c4bb99e6377d21de71275afd6cd2,16,148
f2c8c4bb99e6377d21de71275afd6cd2,17,171
f2c8c4bb99e6377d21de71275afd6cd2,18,176
f2c8c4bb99e6377d21de71275afd6cd2,19,182
f2c8c4bb99e6377d21de71275afd6cd2,20,129
f2c8c4bb99e6377d21de71275afd6cd2,21,130
f2c8c4bb99e6377d21de71275afd6cd2,22,120
f2c8c4bb99e6377d21de71275afd6cd2,23,73
f47f35242ed40655814bc086d7514046,0,12
f47f35242ed40655814bc086d7514046,1,5
f47f35242ed40655814bc086d7514046,2,5
f47f35242ed40655814bc086d7514046,3,2
f47f35242ed40655814bc086d7514046,5,4
f47f35242ed40655814bc086d7514046,6,3
f47f35242ed40655814bc086d7514046,7,8
f47f35242ed40655814bc086d7514046,8,35
f47f35242ed40655814bc086d7514046,9,55
f47f35242ed40655814bc086d7514046,10,72
f47f35242ed40655814bc086d7514046,11,69
f47f35242ed40655814bc086d7514046,12,64
f47f35242ed40655814bc086d7514046,13,130
f47f35242ed40655814bc086d7514046,14,79
f47f35242ed40655814bc086d7514046,15,50
f47f35242ed40655814bc086d7514046,16,52
f47f35242ed40655814bc086d7514046,17,68
f47f35242ed40655814bc086d7514046,18,77
f47f35242ed40655814bc086d7514046,19,66
f47f35242ed40655814bc086d7514046,20,41
f47f35242ed40655814bc086d7514046,21,35
f47f35242ed40655814bc086d7514046,22,22
f47f35242ed40655814bc086d7514046,23,11
f9280c5dab6910ed44e518248048b9fe,0,13
f9280c5dab6910ed44e518248048b9fe,1,8
f9280c5dab6910ed44e518248048b9fe,2,4
f9280c5dab6910ed44e518248048b9fe,6,8
f9280c5dab6910ed44e518248048b9fe,7,35
f9280c5dab6910ed44e518248048b9fe,8,59
f9280c5dab6910ed44e518248048b9fe,9,41
f9280c5dab6910ed44e518248048b9fe,10,46
f9280c5dab6910ed44e518248048b9fe,11,45
f9280c5dab6910ed44e518248048b9fe,12,48
f9280c5dab6910ed44e518248048b9fe,13,67
f9280c5dab6910ed44e518248048b9fe,14,42
f9280c5dab6910ed44e518248048b9fe,15,32
f9280c5dab6910ed44e518248048b9fe,16,40
f9280c5dab6910ed44e518248048b9fe,17,71
f9280c5dab6910ed44e518248048b9fe,18,39
f9280c5dab6910ed44e518248048b9fe,19,43
f9280c5dab6910ed44e518248048b9fe,20,40
f9280c5dab6910ed44e518248048b9fe,21,29
f9280c5dab6910ed44e518248048b9fe,22,36
f9280c5dab6910ed44e518248048b9fe,23,14
fc34648599753c9e74ab238e9a4a07ad,0,324
fc34648599753c9e74ab238e9a4a07ad,1,180
fc34648599753c9e74ab238e9a4a07ad,2,123
fc34648599753c9e74ab238e9a4a07ad,3,89
fc34648599753c9e74ab238e9a4a07ad,4,55
fc34648599753c9e74ab238e9a4a07ad,5,19
fc34648599753c9e74ab238e9a4a07ad,6,20
fc34648599753c9e74ab238e9a4a07ad,7,78
fc34648599753c9e74ab238e9a4a07ad,8,217
fc34648599753c9e74ab238e9a4a07ad,9,308
fc34648599753c9e74ab238e9a4a07ad,10,261
fc34648599753c9e74ab238e9a4a07ad,11,291
fc34648599753c9e74ab238e9a4a07ad,12,325
fc34648599753c9e74ab238e9a4a07ad,13,433
fc34648599753c9e74ab238e9a4a07ad,14,428
fc34648599753c9e74ab238e9a4a07ad,15,364
fc34648599753c9e74ab238e9a4a07ad,16,445
fc34648599753c9e74ab238e9a4a07ad,17,591
fc34648599753c9e74ab238e9a4a07ad,18,422
fc34648599753c9e74ab238e9a4a07ad,19,420
fc34648599753c9e74ab238e9a4a07ad,20,364
fc34648599753c9e74ab238e9a4a07ad,21,341
fc34648599753c9e74ab238e9a4a07ad,22,355
fc34648599753c9e74ab238e9a4a07ad,23,213
fff4e8465d1e12621bc361276b6217cf,0,11
fff4e8465d1e12621bc361276b6217cf,2,2
fff4e8465d1e12621bc361276b6217cf,7,6
fff4e8465d1e12621bc361276b6217cf,8,12
fff4e8465d1e12621bc361276b6217cf,9,21
fff4e8465d1e12621bc361276b6217cf,10,20
fff4e8465d1e12621bc361276b6217cf,11,8
fff4e8465d1e12621bc361276b6217cf,12,9
fff4e8465d1e12621bc361276b6217cf,13,22
fff4e8465d1e12621bc361276b6217cf,14,11
fff4e8465d1e12621bc361276b6217cf,15,10
fff4e8465d1e12621bc361276b6217cf,16,8
fff4e8465d1e12621bc361276b6217cf,17,20
fff4e8465d1e12621bc361276b6217cf,18,28
fff4e8465d1e12621bc361276b6217cf,19,17
fff4e8465d1e12621bc361276b6217cf,20,18
fff4e8465d1e12621bc361276b6217cf,21,8
fff4e8465d1e12621bc361276b6217cf,22,15
fff4e8465d1e12621bc361276b6217cf,23,11
